Price,Close,High,Low,Open,Volume
Ticker,AMZN,AMZN,AMZN,AMZN,AMZN
Datetime,,,,,
2022-05-09 14:30:00+00:00,110.84574890136719,111.82550048828125,110.36750793457031,111.74100494384766,848888
2022-05-09 15:30:00+00:00,111.63075256347656,112.6259994506836,110.4020004272461,110.8689956665039,743289
2022-05-09 16:30:00+00:00,110.69425201416016,111.8728256225586,110.1030044555664,111.55000305175781,521443
2022-05-09 17:30:00+00:00,109.43699645996094,110.76750183105469,108.9677505493164,110.76750183105469,791708
2022-05-09 18:30:00+00:00,109.06949615478516,110.25,108.94999694824219,109.49699401855469,783259
2022-05-09 19:30:00+00:00,108.79100036621094,109.19999694824219,107.95699310302734,109.06449890136719,846815
2022-05-10 13:30:00+00:00,110.5407485961914,112.64250183105469,109.056396484375,112.43449401855469,1525331
2022-05-10 14:30:00+00:00,108.05250549316406,110.8895034790039,107.1709976196289,110.5405044555664,878812
2022-05-10 15:30:00+00:00,108.07749938964844,109.0999984741211,107.82774353027344,108.13874816894531,505123
2022-05-10 16:30:00+00:00,108.51399993896484,108.5999984741211,107.30250549316406,108.07749938964844,418317
2022-05-10 17:30:00+00:00,109.1157455444336,110.3969955444336,108.51850891113281,108.5512466430664,607697
2022-05-10 18:30:00+00:00,109.00050354003906,110.2229995727539,108.81400299072266,109.208251953125,477721
2022-05-10 19:30:00+00:00,108.85799407958984,109.19549560546875,108.18299865722656,108.96400451660156,427645
2022-05-11 13:30:00+00:00,109.2030029296875,110.15550231933594,106.68025207519531,108.10350036621094,1331201
2022-05-11 14:30:00+00:00,108.69825744628906,109.3584976196289,107.85050201416016,109.3584976196289,588394
2022-05-11 15:30:00+00:00,106.8010025024414,109.19649505615234,106.80049896240234,108.75,533835
2022-05-11 16:30:00+00:00,105.53575134277344,107.35050201416016,105.16099548339844,106.7824935913086,652408
2022-05-11 17:30:00+00:00,105.74525451660156,106.25,104.42850494384766,105.58000183105469,649827
2022-05-11 18:30:00+00:00,105.55000305175781,106.80999755859375,105.0689926147461,105.6925048828125,586989
2022-05-11 19:30:00+00:00,105.37199401855469,106.0,105.0560073852539,105.59200286865234,664875
2022-05-12 13:30:00+00:00,107.19999694824219,108.0,102.40550231933594,102.75,1893409
2022-05-12 14:30:00+00:00,109.6810073852539,110.78074645996094,106.80049896240234,107.4000015258789,1080253
2022-05-12 15:30:00+00:00,107.85350036621094,109.8685073852539,106.37850189208984,109.64949798583984,699520
2022-05-12 16:30:00+00:00,106.20050048828125,108.59649658203125,105.80378723144531,107.85699462890625,676704
2022-05-12 17:30:00+00:00,105.51600646972656,106.5,104.52549743652344,106.27249908447266,626202
2022-05-12 18:30:00+00:00,105.81949615478516,106.69549560546875,104.5,105.54449462890625,568833
2022-05-12 19:30:00+00:00,106.90049743652344,107.25,105.75474548339844,105.87249755859375,703825
2022-05-13 13:30:00+00:00,110.9780044555664,111.64900207519531,107.80000305175781,109.0689926147461,1305044
2022-05-13 14:30:00+00:00,111.45024108886719,111.5770034790039,110.51700592041016,110.98899841308594,546752
2022-05-13 15:30:00+00:00,111.79524993896484,112.56800842285156,110.98575592041016,111.42449951171875,466155
2022-05-13 16:30:00+00:00,111.59849548339844,112.1550064086914,111.00218200683594,111.84000396728516,349832
2022-05-13 17:30:00+00:00,110.63800048828125,111.88349914550781,110.35975646972656,111.6675033569336,401555
2022-05-13 18:30:00+00:00,113.0634994506836,113.11140441894531,110.60600280761719,110.6094970703125,550487
2022-05-13 19:30:00+00:00,113.11199951171875,113.18399810791016,112.05013275146484,113.0374984741211,720792
2022-05-16 13:30:00+00:00,112.88850402832031,113.99250793457031,110.77950286865234,113.0999984741211,1181307
2022-05-16 14:30:00+00:00,110.9280014038086,112.9022445678711,110.4000015258789,112.9022445678711,584273
2022-05-16 15:30:00+00:00,111.14300537109375,112.06999206542969,110.5050048828125,110.95999908447266,449132
2022-05-16 16:30:00+00:00,111.20024108886719,111.41850280761719,110.35414123535156,111.156005859375,274898
2022-05-16 17:30:00+00:00,112.12699890136719,112.16800689697266,111.0997543334961,111.25,247069
2022-05-16 18:30:00+00:00,111.20875549316406,112.59849548339844,111.0012435913086,112.12049865722656,331492
2022-05-16 19:30:00+00:00,110.8499984741211,111.31974792480469,110.42755126953125,111.20849609375,366028
2022-05-17 13:30:00+00:00,112.13749694824219,114.19986724853516,111.9219970703125,113.2750015258789,905278
2022-05-17 14:30:00+00:00,112.33174896240234,112.39949798583984,111.27650451660156,112.10074615478516,395273
2022-05-17 15:30:00+00:00,112.61395263671875,112.82149505615234,111.9000015258789,112.21199798583984,313596
2022-05-17 16:30:00+00:00,113.32149505615234,113.5,112.0199966430664,112.5999984741211,327472
2022-05-17 17:30:00+00:00,112.4625015258789,113.83349609375,112.0102767944336,113.32950592041016,389590
2022-05-17 18:30:00+00:00,114.94825744628906,115.80000305175781,112.1030044555664,112.40049743652344,760575
2022-05-17 19:30:00+00:00,115.3800048828125,115.44999694824219,114.60749816894531,114.9699935913086,453618
2022-05-18 13:30:00+00:00,110.53800201416016,112.8530044555664,109.8499984741211,111.43949890136719,1331250
2022-05-18 14:30:00+00:00,108.97550201416016,111.02400207519531,108.86949157714844,110.53299713134766,736162
2022-05-18 15:30:00+00:00,108.7540054321289,109.53074645996094,108.3499984741211,108.96949768066406,475815
2022-05-18 16:30:00+00:00,108.44449615478516,109.68974304199219,108.07950592041016,108.76100158691406,523483
2022-05-18 17:30:00+00:00,107.85450744628906,108.6834945678711,107.39439392089844,108.37699890136719,468747
2022-05-18 18:30:00+00:00,106.62149810791016,107.95450592041016,106.2487564086914,107.82275390625,661516
2022-05-18 19:30:00+00:00,107.15950012207031,107.28425598144531,106.42250061035156,106.65550231933594,745523
2022-05-19 13:30:00+00:00,108.2645034790039,109.63999938964844,106.19290924072266,107.56459045410156,1527262
2022-05-19 14:30:00+00:00,108.72099304199219,109.3740005493164,107.8740005493164,108.26499938964844,544215
2022-05-19 15:30:00+00:00,108.97249603271484,110.03399658203125,108.5875015258789,108.72099304199219,417207
2022-05-19 16:30:00+00:00,107.8584976196289,109.01249694824219,107.1043701171875,108.9675064086914,436190
2022-05-19 17:30:00+00:00,108.24100494384766,108.77950286865234,107.32550048828125,107.75150299072266,364209
2022-05-19 18:30:00+00:00,107.59925842285156,109.30000305175781,107.44999694824219,108.19999694824219,410471
2022-05-19 19:30:00+00:00,107.28800201416016,108.11100006103516,107.1719970703125,107.50150299072266,448740
2022-05-20 13:30:00+00:00,109.6500015258789,109.89799499511719,108.2550048828125,109.5,960112
2022-05-20 14:30:00+00:00,107.77149963378906,109.83744812011719,107.10749816894531,109.60799407958984,756463
2022-05-20 15:30:00+00:00,106.45249938964844,108.12349700927734,106.16999816894531,107.69999694824219,517253
2022-05-20 16:30:00+00:00,105.2405014038086,106.6376953125,105.2405014038086,106.39300537109375,602546
2022-05-20 17:30:00+00:00,105.36830139160156,106.43699645996094,105.0999984741211,105.2022476196289,454963
2022-05-20 18:30:00+00:00,106.6005630493164,106.6005630493164,105.00933837890625,105.3185043334961,572497
2022-05-20 19:30:00+00:00,107.5824966430664,107.9487533569336,106.22599792480469,106.57425689697266,694307
2022-05-23 13:30:00+00:00,104.99092102050781,108.8187484741211,103.94999694824219,108.01249694824219,1688306
2022-05-23 14:30:00+00:00,105.1300048828125,105.9935073852539,104.1467514038086,104.96049499511719,835825
2022-05-23 15:30:00+00:00,106.04000091552734,106.55000305175781,105.09100341796875,105.13399505615234,552257
2022-05-23 16:30:00+00:00,105.06199645996094,106.2645034790039,104.85749816894531,106.08699798583984,442935
2022-05-23 17:30:00+00:00,106.9384994506836,107.734130859375,104.98199462890625,105.09574127197266,509310
2022-05-23 18:30:00+00:00,106.9384994506836,108.25,106.71800231933594,106.95649719238281,529655
2022-05-23 19:30:00+00:00,107.55699157714844,107.8280029296875,106.70550537109375,106.91767883300781,470545
2022-05-24 13:30:00+00:00,102.44649505615234,105.4000015258789,101.25999450683594,104.0250015258789,1842342
2022-05-24 14:30:00+00:00,103.51432800292969,104.04024505615234,102.1500015258789,102.4530029296875,713412
2022-05-24 15:30:00+00:00,103.989501953125,104.8479995727539,102.99363708496094,103.4747543334961,478919
2022-05-24 16:30:00+00:00,103.05699157714844,104.05350494384766,102.75,103.93900299072266,373277
2022-05-24 17:30:00+00:00,104.29750061035156,105.22450256347656,102.8499984741211,103.0300064086914,447289
2022-05-24 18:30:00+00:00,103.8635025024414,104.2512435913086,103.01700592041016,104.2040023803711,464348
2022-05-24 19:30:00+00:00,104.10150146484375,104.9054946899414,103.72200012207031,103.9074935913086,525098
2022-05-25 13:30:00+00:00,106.8969955444336,107.09950256347656,104.09300231933594,104.09300231933594,1043653
2022-05-25 14:30:00+00:00,106.51898193359375,108.06999206542969,106.40849304199219,106.89799499511719,750053
2022-05-25 15:30:00+00:00,105.97049713134766,106.86100006103516,105.873046875,106.49000549316406,322962
2022-05-25 16:30:00+00:00,106.37349700927734,106.67449951171875,105.7550048828125,106.14149475097656,256528
2022-05-25 17:30:00+00:00,107.05350494384766,107.1810073852539,105.35150146484375,106.30999755859375,496239
2022-05-25 18:30:00+00:00,107.5999984741211,108.17500305175781,106.67399597167969,107.10274505615234,549353
2022-05-25 19:30:00+00:00,106.84000396728516,107.75300598144531,106.35350036621094,107.72349548339844,444391
2022-05-26 13:30:00+00:00,110.16825103759766,110.75,107.45350646972656,107.9699935913086,1188077
2022-05-26 14:30:00+00:00,110.79300689697266,111.20357513427734,109.864501953125,110.13800048828125,464396
2022-05-26 15:30:00+00:00,112.4417495727539,112.4417495727539,110.4489974975586,110.76399993896484,477874
2022-05-26 16:30:00+00:00,112.03851318359375,112.66548919677734,111.85099792480469,112.45050048828125,509386
2022-05-26 17:30:00+00:00,111.9322509765625,112.59150695800781,111.6502456665039,112.1030044555664,502229
2022-05-26 18:30:00+00:00,110.8030014038086,112.05049896240234,110.33349609375,111.9647445678711,527033
2022-05-26 19:30:00+00:00,111.07649993896484,111.95799255371094,110.75999450683594,110.79300689697266,529203
2022-05-27 13:30:00+00:00,114.1989974975586,114.6500015258789,113.0374984741211,113.55000305175781,1305265
2022-05-27 14:30:00+00:00,112.99549865722656,114.59300231933594,112.62800598144531,114.24800109863281,622928
2022-05-27 15:30:00+00:00,113.16949462890625,113.8134994506836,112.85050201416016,113.04449462890625,372458
2022-05-27 16:30:00+00:00,113.17149353027344,113.48500061035156,112.6675033569336,113.12129211425781,285552
2022-05-27 17:30:00+00:00,113.27610778808594,113.46431732177734,112.81700134277344,113.16899108886719,366429
2022-05-27 18:30:00+00:00,114.4540023803711,114.5683364868164,113.26850891113281,113.29300689697266,462307
2022-05-27 19:30:00+00:00,115.16899108886719,115.18699645996094,114.0064926147461,114.44449615478516,716088
2022-05-31 13:30:00+00:00,116.95274353027344,118.5,115.67500305175781,116.2800064086914,1677905
2022-05-31 14:30:00+00:00,117.40909576416016,118.14900207519531,116.5,116.9000015258789,682832
2022-05-31 15:30:00+00:00,119.24949645996094,119.5,117.2564926147461,117.35600280761719,643103
2022-05-31 16:30:00+00:00,119.52149963378906,120.14849853515625,119.0999984741211,119.28575134277344,593460
2022-05-31 17:30:00+00:00,121.4314956665039,121.99449157714844,119.41999816894531,119.43636322021484,829491
2022-05-31 18:30:00+00:00,121.0824966430664,121.6135025024414,119.5,121.35749816894531,815977
2022-05-31 19:30:00+00:00,120.1314926147461,121.92449951171875,119.85150146484375,121.08487701416016,824194
2022-06-01 13:30:00+00:00,122.3290023803711,125.17900085449219,122.0675048828125,122.2560043334961,2306363
2022-06-01 14:30:00+00:00,121.2037353515625,123.05000305175781,120.69200134277344,122.31099700927734,1027301
2022-06-01 15:30:00+00:00,121.31300354003906,121.86100006103516,120.62225341796875,121.23974609375,559824
2022-06-01 16:30:00+00:00,122.19850158691406,122.66600036621094,120.77210998535156,121.24000549316406,426216
2022-06-01 17:30:00+00:00,123.59024810791016,123.7344970703125,121.80350494384766,122.1814956665039,538991
2022-06-01 18:30:00+00:00,123.32350158691406,123.80000305175781,122.64449310302734,123.65853118896484,564894
2022-06-01 19:30:00+00:00,121.67549896240234,123.4439926147461,121.6189956665039,123.2874984741211,616452
2022-06-02 13:30:00+00:00,120.9645004272461,122.40950012207031,120.04499816894531,121.3969955444336,1337273
2022-06-02 14:30:00+00:00,122.3185043334961,122.85200500488281,120.8790054321289,120.9280014038086,546335
2022-06-02 15:30:00+00:00,123.93699645996094,123.9994888305664,121.94850158691406,122.2979965209961,523182
2022-06-02 16:30:00+00:00,124.5999984741211,124.73921966552734,123.77900695800781,123.9180679321289,658432
2022-06-02 17:30:00+00:00,124.67549896240234,125.08050537109375,124.43449401855469,124.60614013671875,384620
2022-06-02 18:30:00+00:00,124.6500015258789,125.05000305175781,123.9000015258789,124.68599700927734,508763
2022-06-02 19:30:00+00:00,125.54399108886719,125.61000061035156,124.65374755859375,124.65374755859375,607334
2022-06-03 13:30:00+00:00,122.60850524902344,124.4000015258789,122.23249816894531,124.19999694824219,1519729
2022-06-03 14:30:00+00:00,121.74649810791016,122.55999755859375,121.04644775390625,122.55387878417969,600078
2022-06-03 15:30:00+00:00,121.61650085449219,122.47450256347656,121.46299743652344,121.7093505859375,504378
2022-06-03 16:30:00+00:00,121.94637298583984,122.7905044555664,121.5999984741211,121.68253326416016,385261
2022-06-03 17:30:00+00:00,122.7800064086914,122.8499984741211,121.54000091552734,121.94300842285156,456791
2022-06-03 18:30:00+00:00,122.3759994506836,123.19749450683594,121.75,122.72750091552734,534619
2022-06-03 19:30:00+00:00,122.3499984741211,122.61100006103516,121.95500183105469,122.3758544921875,563558
2022-06-06 13:30:00+00:00,127.81230163574219,128.39999389648438,124.01000213623047,125.24500274658203,50675978
2022-06-06 14:30:00+00:00,127.0719985961914,128.99000549316406,126.01000213623047,127.80000305175781,22104442
2022-06-06 15:30:00+00:00,124.75,127.18000030517578,124.01000213623047,127.06500244140625,16497982
2022-06-06 16:30:00+00:00,125.40989685058594,125.62999725341797,124.19999694824219,124.73500061035156,11233561
2022-06-06 17:30:00+00:00,125.11000061035156,126.58999633789062,124.88999938964844,125.375,11282675
2022-06-06 18:30:00+00:00,124.63999938964844,125.80000305175781,124.33000183105469,125.05999755859375,9458709
2022-06-06 19:30:00+00:00,124.8499984741211,125.0199966430664,123.80999755859375,124.63999938964844,10082847
2022-06-07 13:30:00+00:00,122.71520233154297,123.3499984741211,120.62999725341797,121.41999816894531,30788610
2022-06-07 14:30:00+00:00,121.71009826660156,124.0999984741211,121.52999877929688,122.70999908447266,13300145
2022-06-07 15:30:00+00:00,121.2699966430664,122.62999725341797,121.26000213623047,121.73380279541016,8399346
2022-06-07 16:30:00+00:00,121.98999786376953,122.4800033569336,121.0199966430664,121.2699966430664,7485637
2022-06-07 17:30:00+00:00,122.74500274658203,122.80999755859375,121.75779724121094,122.0199966430664,6403892
2022-06-07 18:30:00+00:00,122.66999816894531,122.87000274658203,121.94000244140625,122.73999786376953,6945260
2022-06-07 19:30:00+00:00,123.0,123.55999755859375,122.44499969482422,122.68000030517578,7101724
2022-06-08 13:30:00+00:00,123.20999908447266,123.75,121.86000061035156,122.41999816894531,15698178
2022-06-08 14:30:00+00:00,123.0199966430664,123.64959716796875,122.05999755859375,123.20500183105469,8485612
2022-06-08 15:30:00+00:00,122.07499694824219,123.08000183105469,121.70999908447266,123.0199966430664,6580967
2022-06-08 16:30:00+00:00,121.47000122070312,122.07499694824219,121.01000213623047,122.06999969482422,5898325
2022-06-08 17:30:00+00:00,120.98500061035156,121.69000244140625,120.75,121.44999694824219,6681380
2022-06-08 18:30:00+00:00,121.28140258789062,121.43000030517578,120.76000213623047,120.98999786376953,5290079
2022-06-08 19:30:00+00:00,121.18000030517578,121.58000183105469,120.9000015258789,121.29000091552734,5342346
2022-06-09 13:30:00+00:00,120.91500091552734,121.30000305175781,119.3499984741211,120.0,16459871
2022-06-09 14:30:00+00:00,120.06990051269531,121.18990325927734,119.68000030517578,120.91500091552734,7039689
2022-06-09 15:30:00+00:00,119.91999816894531,120.72000122070312,119.4800033569336,120.06999969482422,5570986
2022-06-09 16:30:00+00:00,119.83999633789062,120.55999755859375,119.68000030517578,119.91999816894531,4574991
2022-06-09 17:30:00+00:00,118.58999633789062,119.83999633789062,118.05000305175781,119.83000183105469,9051454
2022-06-09 18:30:00+00:00,116.98989868164062,118.56999969482422,116.91000366210938,118.55999755859375,9713394
2022-06-09 19:30:00+00:00,116.12120056152344,117.21499633789062,116.0999984741211,116.98889923095703,8808375
2022-06-10 13:30:00+00:00,110.28099822998047,114.11000061035156,109.80000305175781,113.5,26379862
2022-06-10 14:30:00+00:00,109.81189727783203,110.94999694824219,109.51010131835938,110.2699966430664,12136894
2022-06-10 15:30:00+00:00,109.4000015258789,110.0199966430664,109.05000305175781,109.81999969482422,8812457
2022-06-10 16:30:00+00:00,109.81420135498047,109.9000015258789,109.2699966430664,109.4000015258789,6046124
2022-06-10 17:30:00+00:00,109.73169708251953,110.28990173339844,109.33000183105469,109.81379699707031,8241155
2022-06-10 18:30:00+00:00,110.45059967041016,110.73999786376953,109.69999694824219,109.73999786376953,8345148
2022-06-10 19:30:00+00:00,109.6500015258789,110.52999877929688,109.55000305175781,110.44999694824219,8973558
2022-06-13 13:30:00+00:00,102.77629852294922,106.54000091552734,102.5,105.0,27212059
2022-06-13 14:30:00+00:00,103.08499908447266,103.70999908447266,101.86000061035156,102.76499938964844,15717168
2022-06-13 15:30:00+00:00,103.77839660644531,104.12999725341797,102.8499984741211,103.08999633789062,9689153
2022-06-13 16:30:00+00:00,103.66999816894531,105.19000244140625,103.4000015258789,103.76000213623047,7609401
2022-06-13 17:30:00+00:00,104.28500366210938,104.63999938964844,103.45999908447266,103.66999816894531,6455560
2022-06-13 18:30:00+00:00,103.4800033569336,104.86000061035156,103.44999694824219,104.28959655761719,10208233
2022-06-13 19:30:00+00:00,103.68000030517578,104.05999755859375,103.2699966430664,103.47000122070312,10732654
2022-06-14 13:30:00+00:00,102.67500305175781,104.87999725341797,102.43000030517578,104.19000244140625,17954264
2022-06-14 14:30:00+00:00,103.19000244140625,103.65989685058594,102.44999694824219,102.69999694824219,7998937
2022-06-14 15:30:00+00:00,103.38629913330078,104.0999984741211,103.0,103.18000030517578,5941676
2022-06-14 16:30:00+00:00,103.58000183105469,104.3499984741211,102.94010162353516,103.4000015258789,6578520
2022-06-14 17:30:00+00:00,102.97000122070312,103.6500015258789,102.62000274658203,103.58000183105469,6437562
2022-06-14 18:30:00+00:00,102.24099731445312,103.09500122070312,101.43000030517578,102.9749984741211,8576121
2022-06-14 19:30:00+00:00,102.3499984741211,102.91000366210938,102.11000061035156,102.24500274658203,8926329
2022-06-15 13:30:00+00:00,105.11000061035156,105.44999694824219,103.52999877929688,104.0,17873911
2022-06-15 14:30:00+00:00,105.80010223388672,106.31990051269531,104.62059783935547,105.12999725341797,9893821
2022-06-15 15:30:00+00:00,106.68499755859375,107.04000091552734,105.75,105.80999755859375,7933194
2022-06-15 16:30:00+00:00,106.22889709472656,106.77999877929688,105.37000274658203,106.68000030517578,6191762
2022-06-15 17:30:00+00:00,105.69999694824219,107.4000015258789,104.80999755859375,106.2240982055664,10231773
2022-06-15 18:30:00+00:00,108.31999969482422,108.8499984741211,104.37000274658203,105.69999694824219,15659851
2022-06-15 19:30:00+00:00,107.66999816894531,109.05999755859375,107.05999755859375,108.31999969482422,9845644
2022-06-16 13:30:00+00:00,103.83999633789062,104.58000183105469,102.80999755859375,104.47000122070312,19643389
2022-06-16 14:30:00+00:00,103.37999725341797,104.0,102.37000274658203,103.85099792480469,9820981
2022-06-16 15:30:00+00:00,103.62000274658203,103.72000122070312,102.55000305175781,103.37000274658203,8468897
2022-06-16 16:30:00+00:00,104.16500091552734,104.36000061035156,103.25,103.62000274658203,9104290
2022-06-16 17:30:00+00:00,102.52580261230469,104.27999877929688,102.3499984741211,104.04000091552734,7675545
2022-06-16 18:30:00+00:00,103.55000305175781,103.68000030517578,102.01000213623047,102.55000305175781,9326651
2022-06-16 19:30:00+00:00,103.66100311279297,103.79000091552734,102.80999755859375,103.52999877929688,9382035
2022-06-17 13:30:00+00:00,105.2300033569336,106.18000030517578,102.51000213623047,102.80000305175781,24579527
2022-06-17 14:30:00+00:00,105.62000274658203,105.65360260009766,104.0199966430664,105.26000213623047,9370452
2022-06-17 15:30:00+00:00,105.66439819335938,105.86000061035156,104.81999969482422,105.62999725341797,6078144
2022-06-17 16:30:00+00:00,106.42990112304688,106.9800033569336,105.45999908447266,105.66000366210938,8316030
2022-06-17 17:30:00+00:00,106.37999725341797,106.73999786376953,105.87000274658203,106.44000244140625,6195622
2022-06-17 18:30:00+00:00,105.9000015258789,106.51000213623047,105.0199966430664,106.36499786376953,7113998
2022-06-17 19:30:00+00:00,106.16999816894531,106.80999755859375,105.30000305175781,105.9000015258789,11084506
2022-06-21 13:30:00+00:00,110.8584976196289,111.62989807128906,108.18000030517578,108.75,20700863
2022-06-21 14:30:00+00:00,109.3729019165039,111.30500030517578,109.30000305175781,110.86499786376953,10305496
2022-06-21 15:30:00+00:00,108.4800033569336,109.4800033569336,108.30010223388672,109.3727035522461,7978918
2022-06-21 16:30:00+00:00,108.9000015258789,109.25,108.18440246582031,108.47000122070312,6180709
2022-06-21 17:30:00+00:00,108.69999694824219,109.2311019897461,108.37000274658203,108.91000366210938,5079052
2022-06-21 18:30:00+00:00,109.02999877929688,109.2699966430664,108.45999908447266,108.70999908447266,5515545
2022-06-21 19:30:00+00:00,108.68000030517578,109.19999694824219,108.4000015258789,109.04000091552734,5317022
2022-06-22 13:30:00+00:00,111.0199966430664,111.20999908447266,107.0199966430664,107.43000030517578,16329207
2022-06-22 14:30:00+00:00,110.10769653320312,112.12999725341797,109.86000061035156,111.03500366210938,10640577
2022-06-22 15:30:00+00:00,109.30999755859375,110.63999938964844,108.86000061035156,110.0999984741211,6046315
2022-06-22 16:30:00+00:00,110.0,110.31999969482422,109.1449966430664,109.29000091552734,4803189
2022-06-22 17:30:00+00:00,110.23999786376953,110.88999938964844,109.77999877929688,110.0,5056814
2022-06-22 18:30:00+00:00,109.5999984741211,110.6500015258789,109.43000030517578,110.25,4972897
2022-06-22 19:30:00+00:00,108.91000366210938,109.69000244140625,108.62000274658203,109.58999633789062,5532762
2022-06-23 13:30:00+00:00,110.30999755859375,111.20999908447266,107.93000030517578,110.38999938964844,18327212
2022-06-23 14:30:00+00:00,111.4000015258789,111.83000183105469,110.03009796142578,110.36000061035156,8818094
2022-06-23 15:30:00+00:00,110.66000366210938,111.61000061035156,109.8499984741211,111.43000030517578,7154680
2022-06-23 16:30:00+00:00,110.125,110.75450134277344,109.51000213623047,110.66000366210938,5294567
2022-06-23 17:30:00+00:00,111.13939666748047,111.25,109.9800033569336,110.12999725341797,4833858
2022-06-23 18:30:00+00:00,112.0199966430664,112.1500015258789,111.0999984741211,111.13999938964844,6565566
2022-06-23 19:30:00+00:00,112.47000122070312,113.0,112.01000213623047,112.01000213623047,7694451
2022-06-24 13:30:00+00:00,114.7782974243164,115.56999969482422,111.43000030517578,112.37999725341797,19236624
2022-06-24 14:30:00+00:00,114.52300262451172,115.04000091552734,113.87999725341797,114.75,8527799
2022-06-24 15:30:00+00:00,114.72530364990234,115.05999755859375,114.02999877929688,114.52999877929688,6178649
2022-06-24 16:30:00+00:00,114.73500061035156,114.93000030517578,114.31999969482422,114.73999786376953,4244099
2022-06-24 17:30:00+00:00,115.20999908447266,115.37000274658203,114.58999633789062,114.70999908447266,3803963
2022-06-24 18:30:00+00:00,115.33000183105469,115.5967025756836,115.16130065917969,115.21199798583984,4796201
2022-06-24 19:30:00+00:00,116.69000244140625,116.70999908447266,115.05999755859375,115.31999969482422,8855617
2022-06-27 13:30:00+00:00,113.6500015258789,117.9800033569336,113.51000213623047,117.91999816894531,17945266
2022-06-27 14:30:00+00:00,114.8499984741211,115.47000122070312,113.62999725341797,113.6500015258789,7690979
2022-06-27 15:30:00+00:00,114.01000213623047,115.20999908447266,113.81999969482422,114.8499984741211,5842809
